"id";"nombres";"apellidos";"correo";"password";"habilitado";"provider";"provider_id";"created_at";"updated_at"
b65672ff-3211-48fb-92b4-751a748b870b;Jorge Luis;Sauceda;rene18@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"4b11b363-46aa-4b26-87a9-cccd66606c93";Esmeralda;Zarate;hermelinda45@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"4e72e5bb-7a78-4885-8978-cf20bff33e01";César;Zamudio;leonadela@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
f2396f30-ebfd-4f5c-879b-85e3638ff75c;Alfonso;Casanova;mrendon@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
ddb95e1f-cbcc-4482-b101-b1c9f5553e74;Antonio;Yáñez;rayafrida@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"7ecc18e5-30e1-4c22-9bff-e1bcd03d3bd6";Rolando;Collado;lruelas@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
efee7ac8-baed-4e60-b767-1212310ccc45;Claudia;Sierra;preciadoantonia@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
ea1e42cf-0a9a-4368-8882-70b73741644c;Yolanda;Olivo;francisca90@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
a7202983-5199-4fb0-9aba-1b0ca8d5e447;Antonia;Toro;ramosmicaela@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"5b09bdd4-19f2-4fd3-937e-5f2277075c0f";Serafín;Casárez;jose-luisgarica@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
bc4e92af-8939-449c-870f-2bb8d887dde3;Ana Luisa;Hidalgo;csalazar@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"7bd1edc4-a713-4f80-9212-76b587283c80";Úrsula;Aparicio;alberto05@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"2ffd3b74-b3d7-4baf-b6da-8d854e27f819";Gerardo;Cervántez;zacariasgranado@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"534a2a93-3362-49c7-98f4-a9733fbc3b24";Catalina;Carmona;ksalazar@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
b3e31eea-dc61-48cf-9d74-c543d784ef93;Claudia;Posada;fridacorrea@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"7600714b-ba60-442a-8606-86f09bc88fee";Aurelio;Bahena;icollazo@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"2dc93b8e-dec4-4f5a-8cd7-2dca42284d41";Federico;García;ncaballero@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"6421cccc-9244-4e20-a3ee-14a40c986fff";Juan Carlos;Suárez;cpalomo@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
dae35b69-bf07-46b6-81c3-ba2c820eee83;Judith;Vega;federicocasarez@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"504ffee1-4e3b-4069-b653-f7702d3160d7";Joaquín;Arteaga;duenasfrancisco-javi@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
cc4bee73-1cc8-48c7-b354-4b0e6f826c87;Mariano;Arroyo;rodrigo37@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"3f13ec7d-9ba2-4996-93ed-49b276e99cf2";Violeta;Rivero;montemayorisaac@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"06db4ca9-55a8-4df2-bb5b-5fa7e5578607";Víctor;Quintanilla;ojedasara@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"32091c99-5379-465c-b2d1-739bd70c1e85";Linda;Burgos;hurtadomarisol@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
e2556116-d7ff-4347-b147-f36717071294;Dalia;Rodrígez;samaniegocarlos@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"8563b803-3a3b-47d4-a592-39bc512e0c83";Inés;Balderas;gloriajiminez@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"0f2fda40-fd38-4fc8-8f6f-e7f84327cb9e";Olivia;Mata;tafoyayuridia@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"94bc93f8-a410-49c9-bb37-6b57750e95b8";Julio;Moreno;aliciamalave@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"840a4cf5-c633-4479-8f96-f8b8dd52dcc5";Dolores;Castellanos;huertaalma@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"4a359d60-0fba-46cf-a53c-71c5dd4e8081";Miguel Ángel;de la O;monica07@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
a80c2970-7523-46aa-8f2a-27534ed32d95;Cecilia;Suárez;kcazares@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"257bd2f3-1c0b-4fcf-a8b3-f2931799e394";Tomás;Longoria;esparzasalvador@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
f58c97b4-0b00-4f51-b033-501d23a4c525;Lorenzo;Delgadillo;saramata@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
da9b0f17-69d3-4285-bc0a-5efb16153d67;Estela;Pacheco;caridadacuna@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"23456933-dadd-4080-94b7-e39bf35f3a6e";Aldo;Gómez;jmatos@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"81586315-15ea-4c9f-9609-23c32c928439";Ruby;Lemus;esmeraldatello@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"724f070d-9135-4d1a-bfe4-546df9094db6";Helena;Espinal;felicianocitlali@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
a281f993-63b1-4edb-8f88-7b3fb1a2e948;Esperanza;Tejeda;alemandebora@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"48aeb121-4f03-4b9d-8d32-5351ee8c4b48";Gustavo;Collado;sonia25@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
ae7075af-d1d6-4725-8b33-7ddb6a9fe969;Adela;Noriega;sessa89@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"3fa4152e-059e-470e-a809-034709f1611c";Amador;de la Crúz;angelaperales@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
f863decc-7555-40a3-be1a-74e28369b5e2;Eloy;Zamora;nancymiranda@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"39e5b22e-c699-41b5-a855-29293edaad1a";Isaac;Alonzo;luis-miguel27@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"9b2efdd3-a48a-4ada-8e1e-4d8263e3b35b";Raquel;Candelaria;presendez@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"46a2779e-f8cc-4fc2-a164-5e83d6991957";María;Sánchez;raul87@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"0475d4bd-e8eb-4106-9bf3-ef66178aaa42";Reina;Orta;ramosdaniel@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
d16d8da8-3474-464f-8049-dc5f753e9853;Javier;Colón;ameliasalas@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
a37ceaab-b0a4-4fe8-9f22-f86a68d3c732;Catalina;Ulloa;judithgallardo@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"074b486d-89e3-4c81-ba05-87346704b2a0";Eloisa;Bahena;silvia58@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"9aca1633-698f-435a-811c-4515b43a24a4";Jos;Ruiz;dianasarabia@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"6a7a5228-851f-420f-8824-492299e47c95";Olga;de la O;colladoteresa@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"5bfcaa08-0b35-44ff-84b9-a445583a2b8f";Itzel;Garza;villarrealhumberto@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"9ab8aad1-83ae-459d-9a33-74b9746de13a";Aurelio;Acosta;ramon23@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"67d17c0f-2428-485f-8614-d57ffb05d391";Jonás;Camacho;ojedaursula@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
eb14fad9-aa79-46a5-8596-29809c959deb;Silvano;Tapia;erojas@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"55ac4629-09ee-4675-9c6e-c0cfa120d3ff";Ramiro;Vaca;ponceeric@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
f9c4fac6-718a-4238-88d6-2337d5a6d413;Araceli;Negrete;itzel42@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
e625e77d-574e-449a-b145-6687dc0ea24e;Rosario;Lozano;qmartinez@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"8f0c1b88-6978-4f69-a26b-39b700c03f63";Juan;Toro;olivouriel@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
"514be6c4-44ee-483e-80ba-5619df4d869c";María Teresa;Aragón;amaliaestevez@uni.pe;$12$8.V9TrkvclM9vWZ1kVm8HeIzJP6vS4ASeJzYpB29G/pY1XNq8K4a2;true;LOCAL;;2026-02-19 14:21:11.190 -0500;
