"id";"id_usuario";"codigo_estudiante";"id_carrera";"celular";"direccion_domicilio";"created_at";"updated_at"
ec5c5894-77aa-4720-a288-9b49af223783;bab5167f-88b1-4356-aa15-9afa22b86c26;"20213243W";21;"921746972";Calzada Tamaulipas 739 Interior 233 San Ana Luisa los altos, BC 88936-8564;2026-02-19 14:22:59.121 -0500;
e47e445b-fd6d-4f24-8dd1-c616f1de3390;fbf3f0ff-a5ff-4d2a-adf2-d6f479996f8c;"20254414X";20;"955957506";Prolongación Michoacán de Ocampo 298 Edif. 960 , Depto. 090 Vieja Eslovenia, PUE 23540-7597;2026-02-19 14:22:59.121 -0500;
"8fe0d97a-e8ae-4d7c-98a7-539d3e3c89e6";b65672ff-3211-48fb-92b4-751a748b870b;"20246037A";8;"947605174";Calzada China 954 Edif. 415 , Depto. 250 Nueva Liechtenstein, OAX 63822;2026-02-19 14:22:59.121 -0500;
"3b83e05e-b2a6-4ade-9d1c-cc0a0fe724ed";"4b11b363-46aa-4b26-87a9-cccd66606c93";"20233421T";22;"987192705";Calle Norte Robledo 145 Edif. 430 , Depto. 550 San Susana los bajos, MEX 60532;2026-02-19 14:22:59.121 -0500;
"841f4215-cff9-47c6-8f92-a362c582eff4";"4e72e5bb-7a78-4885-8978-cf20bff33e01";"20245623N";20;"993352459";Avenida Norte Llamas 024 Interior 719 San Andrés los bajos, GRO 86655-2536;2026-02-19 14:22:59.121 -0500;
"478a3635-aa78-44ea-9c85-a0c1d8a00958";f2396f30-ebfd-4f5c-879b-85e3638ff75c;"20255755J";20;"923596963";Calle Norte Orellana 785 742 Nueva Turkmenistán, SIN 65890;2026-02-19 14:22:59.121 -0500;
"4af18654-bccd-494c-8582-cfe72d3bf6f2";ddb95e1f-cbcc-4482-b101-b1c9f5553e74;"20265608T";21;"980749763";Corredor Sur Fajardo 171 Interior 689 San Ofelia los bajos, SON 39304-9759;2026-02-19 14:22:59.121 -0500;
"5612124c-f27b-4810-8887-8fac281e3e56";"7ecc18e5-30e1-4c22-9bff-e1bcd03d3bd6";"20250997G";21;"942604194";Diagonal Aguascalientes 498 652 San María los altos, CAMP 94659;2026-02-19 14:22:59.121 -0500;
"445eceb8-e23c-4296-8c35-d76d9d83772b";efee7ac8-baed-4e60-b767-1212310ccc45;"20262774K";21;"944219308";Prolongación Nuevo León 513 Interior 007 San Julia los altos, Q. ROO 08641-3466;2026-02-19 14:22:59.121 -0500;
e9ff1e8d-b545-4df7-a14d-4786409cbe8c;ea1e42cf-0a9a-4368-8882-70b73741644c;"20227942U";1;"996855558";Avenida Ortiz 241 Interior 440 San Martha los bajos, CHIH 04527-6457;2026-02-19 14:22:59.121 -0500;
"6a8686fc-e63e-4e34-b36b-5fbc86290474";a7202983-5199-4fb0-9aba-1b0ca8d5e447;"20262773C";20;"901193570";Calle Sur Páez 266 870 Vieja Japón, CAMP 68534;2026-02-19 14:22:59.121 -0500;
"534100ca-2a5e-4680-b2db-bba2a2f4e973";"5b09bdd4-19f2-4fd3-937e-5f2277075c0f";"20252276B";21;"952269035";Cerrada Ávalos 003 Interior 940 Nueva Andorra, TAMPS 83536-8388;2026-02-19 14:22:59.121 -0500;
dd4eaf17-a5b5-492e-a223-68d829151650;bc4e92af-8939-449c-870f-2bb8d887dde3;"20265260Y";4;"941466603";Andador Norte Espinoza 196 748 San Estefanía los bajos, NAY 11490-1146;2026-02-19 14:22:59.121 -0500;
f5940d3e-4581-41e2-b3bf-298ebd7fb837;"7bd1edc4-a713-4f80-9212-76b587283c80";"20251886I";22;"902005373";Ampliación Brasil 345 Edif. 566 , Depto. 389 Nueva Singapur, TAMPS 03293-7223;2026-02-19 14:22:59.121 -0500;
f766c49d-e880-41ea-9062-ef155e83144a;"2ffd3b74-b3d7-4baf-b6da-8d854e27f819";"20268676A";21;"948122792";Callejón Chiapas 698 439 Vieja Zambia, MICH 85034;2026-02-19 14:22:59.121 -0500;
bd2f9b35-883e-4e6b-b1c6-80cadd2862a0;"534a2a93-3362-49c7-98f4-a9733fbc3b24";"20218801U";21;"950321992";Callejón Sur Pedraza 749 Edif. 082 , Depto. 416 Nueva República Árabe Siria, BC 03393-8442;2026-02-19 14:22:59.121 -0500;
"8f2f5d90-fc3c-49de-bc18-ccab9d5832e3";b3e31eea-dc61-48cf-9d74-c543d784ef93;"20235376Q";7;"990483314";Eje vial Quintana Roo 308 Edif. 636 , Depto. 323 San Georgina los bajos, TAB 11121;2026-02-19 14:22:59.121 -0500;
"975eff67-0052-4607-b178-4dc94fa60b0b";"7600714b-ba60-442a-8606-86f09bc88fee";"20261909H";22;"940271720";Callejón Eslovenia 905 Edif. 899 , Depto. 532 San Marisol los altos, VER 37131-5892;2026-02-19 14:22:59.121 -0500;
"35b48a00-a361-4a09-9e1c-5499d134a2ad";"2dc93b8e-dec4-4f5a-8cd7-2dca42284d41";"20257854Z";4;"978171647";Periférico Sur Esquibel 215 Edif. 487 , Depto. 806 Nueva Madagascar, VER 65687;2026-02-19 14:22:59.121 -0500;
"032d6466-36b7-4f2c-8955-ec90a49950ea";"6421cccc-9244-4e20-a3ee-14a40c986fff";"20214329S";20;"916339598";Periférico Sur Lomeli 426 Interior 422 San Guadalupe los bajos, CHIS 78513;2026-02-19 14:22:59.121 -0500;
b8dafbcd-124e-4686-9a62-9b474b9b712c;dae35b69-bf07-46b6-81c3-ba2c820eee83;"20237042E";22;"980510011";Peatonal Sur Ornelas 620 Edif. 451 , Depto. 614 San Lorenzo los bajos, TLAX 61653;2026-02-19 14:22:59.121 -0500;
"6ad07b8f-e4a0-4d88-bd3b-a8465937ba73";"504ffee1-4e3b-4069-b653-f7702d3160d7";"20221976Y";15;"971411574";Calle Maldivas 507 352 Vieja Francia, COL 15031-6125;2026-02-19 14:22:59.121 -0500;
e1c77096-558d-4af6-a1e1-b883f4403b87;cc4bee73-1cc8-48c7-b354-4b0e6f826c87;"20240994S";21;"981213856";Ampliación Sudán 584 650 Nueva Sierra Leona, OAX 51885-6724;2026-02-19 14:22:59.121 -0500;
"0a5974de-5a34-4c87-a9e3-85b0be4e3b4d";"3f13ec7d-9ba2-4996-93ed-49b276e99cf2";"20246379W";20;"979360466";Periférico Distrito Federal 871 061 San Cynthia los altos, QRO 06472;2026-02-19 14:22:59.121 -0500;
fe2d1618-9f5f-4f38-90f1-2c500f99bb47;"06db4ca9-55a8-4df2-bb5b-5fa7e5578607";"20229353V";2;"949175086";Boulevard Sur de la Crúz 800 Interior 697 Vieja Israel, GRO 51101-5480;2026-02-19 14:22:59.121 -0500;
c333898e-2051-4dcc-92f1-15cb9c713102;"32091c99-5379-465c-b2d1-739bd70c1e85";"20243758D";20;"923172914";Boulevard Norte Elizondo 222 Interior 426 Vieja Eritrea, MEX 21742-4093;2026-02-19 14:22:59.121 -0500;
"2a506d4c-065a-4164-a845-f3d726025b73";e2556116-d7ff-4347-b147-f36717071294;"20222569V";15;"925231833";Periférico Hidalgo 960 381 Nueva Pakistán, DGO 05111-9683;2026-02-19 14:22:59.121 -0500;
"02e29b48-e701-4e7c-a929-3d17e11c4ad0";"8563b803-3a3b-47d4-a592-39bc512e0c83";"20213365O";12;"972099286";Eje vial Mayorga 608 Edif. 542 , Depto. 483 San Arturo los bajos, Q. ROO 56669;2026-02-19 14:22:59.121 -0500;
"1da3fca9-26df-4239-a9ce-9073fe6b2712";"0f2fda40-fd38-4fc8-8f6f-e7f84327cb9e";"20246606F";21;"950238843";Continuación Sonora 922 276 San Rocío de la Montaña, COAH 41840;2026-02-19 14:22:59.121 -0500;
b0915ddf-bd35-400f-b473-a2618b6b43fe;"94bc93f8-a410-49c9-bb37-6b57750e95b8";"20254312N";14;"929099492";Pasaje Nuevo León 450 Interior 853 Nueva Finlandia, MEX 96659;2026-02-19 14:22:59.121 -0500;
"81c66d57-8395-4877-a870-2db1aa44db37";"840a4cf5-c633-4479-8f96-f8b8dd52dcc5";"20227776R";22;"931148173";Privada Norte Burgos 020 783 Nueva Comoras, DGO 39845-4687;2026-02-19 14:22:59.121 -0500;
"3e041ea0-ab30-413e-bd6c-8ae8f2e05a12";"4a359d60-0fba-46cf-a53c-71c5dd4e8081";"20229655M";20;"954516461";Continuación San Vicente y las Granadinas 044 523 San Salvador los bajos, COL 87800;2026-02-19 14:22:59.121 -0500;
eae32ff9-cb68-407f-a222-eaec31ca8752;a80c2970-7523-46aa-8f2a-27534ed32d95;"20234070W";22;"961896561";Viaducto Norte Mascareñas 017 Interior 336 San Alfonso de la Montaña, JAL 39144-1685;2026-02-19 14:22:59.121 -0500;
"499a3774-8cc0-49eb-977a-81661f14d64e";"257bd2f3-1c0b-4fcf-a8b3-f2931799e394";"20253446D";21;"983315422";Calle Camboya 208 Interior 866 San Jorge Luis los bajos, AGS 92065;2026-02-19 14:22:59.121 -0500;
d62bdf9c-2679-4b0d-9ba8-ad01b5b99567;f58c97b4-0b00-4f51-b033-501d23a4c525;"20248172A";22;"925165640";Continuación Luxemburgo 595 Interior 503 Vieja Kiribati, PUE 43102;2026-02-19 14:22:59.121 -0500;
"42c4e31b-4da8-409a-8c55-6607fea136bd";da9b0f17-69d3-4285-bc0a-5efb16153d67;"20259254Z";22;"987688992";Calle Sonora 604 Edif. 332 , Depto. 560 San Adriana los altos, TLAX 28734-5505;2026-02-19 14:22:59.121 -0500;
"2179bc70-1009-46f5-81dc-d420c814bf4d";"23456933-dadd-4080-94b7-e39bf35f3a6e";"20266662C";11;"978463158";Eje vial Guinea 807 Edif. 504 , Depto. 712 San Norma de la Montaña, DF 70686;2026-02-19 14:22:59.121 -0500;
"95856c43-ad6c-4ba5-b80c-00905d36f2eb";"81586315-15ea-4c9f-9609-23c32c928439";"20210431F";22;"970536039";Eje vial Aranda 689 830 Nueva Azerbaiyán, Q. ROO 05931;2026-02-19 14:22:59.121 -0500;
cbf7fe54-12b5-475b-8ae4-417781e919e5;"724f070d-9135-4d1a-bfe4-546df9094db6";"20268634Y";14;"935413874";Retorno Guatemala 521 Edif. 154 , Depto. 958 Nueva Islandia, JAL 24800-5140;2026-02-19 14:22:59.121 -0500;
"45b1f146-a5dc-4d30-a926-4d9d429dbded";a281f993-63b1-4edb-8f88-7b3fb1a2e948;"20226891N";22;"984976696";Ampliación Corrales 557 783 San Claudio los altos, BC 33083;2026-02-19 14:22:59.121 -0500;
"7f8142b2-948e-493d-9511-5265ff0031df";"48aeb121-4f03-4b9d-8d32-5351ee8c4b48";"20260072Y";20;"933277069";Boulevard Jalisco 622 Interior 601 San Amelia los bajos, COL 76375;2026-02-19 14:22:59.121 -0500;
"95994e86-8ce3-45e5-92e2-909a05bb7dbe";ae7075af-d1d6-4725-8b33-7ddb6a9fe969;"20256762O";20;"930231554";Ampliación Tamaulipas 484 Edif. 508 , Depto. 892 Nueva Angola, CHIS 21605-0746;2026-02-19 14:22:59.121 -0500;
"592d5aeb-5c51-4941-a687-af42c927e4f2";"3fa4152e-059e-470e-a809-034709f1611c";"20235942X";20;"947172638";Retorno Baja California 703 Interior 151 San Adán los altos, AGS 47829-1770;2026-02-19 14:22:59.121 -0500;
ec685150-f46a-4d38-853b-892b8c2dfe3b;f863decc-7555-40a3-be1a-74e28369b5e2;"20266849H";22;"900016493";Pasaje Distrito Federal 726 Edif. 849 , Depto. 411 Nueva Gabón, GTO 37487;2026-02-19 14:22:59.121 -0500;
ed1d3ca7-9179-4e92-beb7-7faf8fdc53fd;"39e5b22e-c699-41b5-a855-29293edaad1a";"20235563Q";20;"920268315";Eje vial Espinoza 620 Edif. 053 , Depto. 007 San Javier de la Montaña, CAMP 10498;2026-02-19 14:22:59.121 -0500;
"469990ae-86b6-4081-96a4-92030c274728";"9b2efdd3-a48a-4ada-8e1e-4d8263e3b35b";"20238803I";9;"952218275";Pasaje Lituania 469 Edif. 548 , Depto. 341 Vieja Libia, CHIS 37022;2026-02-19 14:22:59.121 -0500;
a9f8a26c-9566-42a6-bc53-fc8de5225311;"46a2779e-f8cc-4fc2-a164-5e83d6991957";"20240492Q";10;"956908810";Avenida Panamá 025 Interior 934 San Ana de la Montaña, BC 65373;2026-02-19 14:22:59.121 -0500;
"4d219da1-9a75-403e-8a7f-c0f505094ca0";"0475d4bd-e8eb-4106-9bf3-ef66178aaa42";"20233378E";20;"973082719";Circunvalación Tamaulipas 242 Edif. 858 , Depto. 005 San Sonia los bajos, CHIS 94625;2026-02-19 14:22:59.121 -0500;
"82ba5e9d-2017-48e4-b58b-0f5900cebef9";d16d8da8-3474-464f-8049-dc5f753e9853;"20238020R";21;"952063553";Periférico Sur Sisneros 781 522 San Rosa de la Montaña, COAH 63101-3099;2026-02-19 14:22:59.121 -0500;
edc3a4b4-ac37-4305-a303-9631b532c9b2;a37ceaab-b0a4-4fe8-9f22-f86a68d3c732;"20237235I";20;"998808184";Cerrada Tlaxcala 781 Edif. 680 , Depto. 842 San Paola los altos, AGS 93165-3353;2026-02-19 14:22:59.121 -0500;
"9b96d257-950f-4232-b298-a956c3c166bb";"074b486d-89e3-4c81-ba05-87346704b2a0";"20257180A";20;"969349589";Avenida Norte Pizarro 503 Edif. 660 , Depto. 772 Vieja Túnez, VER 62240-4727;2026-02-19 14:22:59.121 -0500;
"854e65d5-5a1c-44f8-8930-57af1862d3cf";"9aca1633-698f-435a-811c-4515b43a24a4";"20232286D";22;"900105905";Prolongación Norte Barajas 998 896 Vieja Sudán, QRO 71253-8913;2026-02-19 14:22:59.121 -0500;
e94305ca-3299-4c2e-a3d6-4107fac55c7b;"6a7a5228-851f-420f-8824-492299e47c95";"20226774D";21;"910774119";Peatonal Sur Arevalo 737 624 San Arturo los bajos, OAX 24443-3152;2026-02-19 14:22:59.121 -0500;
"3fadaec3-8a65-4f82-ad92-d3e1b350ea97";"5bfcaa08-0b35-44ff-84b9-a445583a2b8f";"20229298Y";20;"935911702";Corredor Norte Rosario 296 139 San Cristal los altos, NL 53016;2026-02-19 14:22:59.121 -0500;
"2a322f52-205c-4a35-a47b-3fa34acdad3f";"9ab8aad1-83ae-459d-9a33-74b9746de13a";"20229650B";20;"981968786";Corredor Montes 464 981 San Amanda los altos, PUE 83721-4207;2026-02-19 14:22:59.121 -0500;
"64336ac7-5f2d-4b7b-a455-767f986384c6";"67d17c0f-2428-485f-8614-d57ffb05d391";"20233808R";21;"998353839";Privada Tabasco 105 535 Vieja Rwanda, CHIH 98939;2026-02-19 14:22:59.121 -0500;
"033eb03f-52a0-4574-977d-413276df81f4";eb14fad9-aa79-46a5-8596-29809c959deb;"20248009Z";20;"953515011";Boulevard Sur Nieto 884 Edif. 088 , Depto. 459 Nueva Eritrea, COAH 40279-6944;2026-02-19 14:22:59.121 -0500;
"1b03b6f4-0bf5-4ce9-8cfc-38671d98e86a";"55ac4629-09ee-4675-9c6e-c0cfa120d3ff";"20265301Z";22;"945227050";Callejón San Vicente y las Granadinas 511 Edif. 354 , Depto. 916 San Marco Antonio de la Montaña, AG;2026-02-19 14:22:59.121 -0500;
"68c38294-0341-4f60-923f-7cd03ce1d59c";f9c4fac6-718a-4238-88d6-2337d5a6d413;"20221390U";21;"965600684";Boulevard Zambrano 678 641 San Gabriela de la Montaña, MOR 00013-3920;2026-02-19 14:22:59.121 -0500;
"971a0936-d142-48c7-85ba-7f8e9270eae8";e625e77d-574e-449a-b145-6687dc0ea24e;"20268688T";22;"975466253";Retorno Turkmenistán 374 Interior 007 San Úrsula los bajos, COAH 90209;2026-02-19 14:22:59.121 -0500;
"839584e0-f2dd-4a50-b4eb-e6796945d8a1";"8f0c1b88-6978-4f69-a26b-39b700c03f63";"20254093R";21;"975227403";Viaducto Guanajuato 899 Interior 046 San Florencia los bajos, CHIH 21996-4203;2026-02-19 14:22:59.121 -0500;
efc096fb-06e0-481b-8b76-ddc1e3575254;"514be6c4-44ee-483e-80ba-5619df4d869c";"20244465A";21;"909694414";Circunvalación Georgia 738 935 Nueva Dinamarca, OAX 40737;2026-02-19 14:22:59.121 -0500;
"3d7e9043-b83e-41e6-807f-806de2ce81e7";c50e9a13-2670-4651-969d-333b2bd4a435;"20264458H";20;"977222119";Boulevard Norte Matías 053 Edif. 284 , Depto. 863 San Leonor los altos, HGO 80233-2400;2026-02-19 14:22:59.121 -0500;
e777ab91-d487-4626-b7e2-d706ddb738ed;"77b345cf-aede-4fd8-97c6-cdb70628b627";"20264409J";20;"973428598";Peatonal Sur Lomeli 993 308 San Verónica de la Montaña, AGS 24358-0133;2026-02-19 14:22:59.121 -0500;
aa5fd96d-63e3-43e3-b6bf-bbcd84e21ce3;"13713523-7b5f-4422-b8c5-9c5392c37c6d";"20236879S";14;"977294418";Continuación Delgadillo 337 Edif. 690 , Depto. 696 San Estela de la Montaña, GTO 71805-4350;2026-02-19 14:22:59.121 -0500;
cf333700-c24b-4dde-a25b-a10bd7a23d00;"88329fdc-f927-40e9-aa8b-b63c6faa96f4";"20217628W";22;"996003513";Calle Camboya 392 Edif. 997 , Depto. 665 Nueva Dominicana, MICH 06987;2026-02-19 14:22:59.121 -0500;
"4f270069-011c-49a6-b620-1f2378ceb133";"6722a076-f4bc-40d7-8cad-1f6bdda658a6";"20256721P";21;"966493440";Retorno Chiapas 460 Edif. 475 , Depto. 661 San Cynthia los bajos, AGS 98604;2026-02-19 14:22:59.121 -0500;
b3558e1a-da5b-4361-a289-6847ce487cba;"7e3f3a8a-703d-4975-8893-0d00495234a7";"20236079T";20;"966239639";Corredor Farías 436 Edif. 109 , Depto. 110 San Leticia los bajos, VER 14341;2026-02-19 14:22:59.121 -0500;
e5fe3572-52f8-4609-9659-bc697a3c7bba;"433cac50-fde0-454c-aebc-8141d20babda";"20258523M";21;"996247525";Calle Norte Aguilera 940 Interior 209 Nueva Haití, YUC 55194-7826;2026-02-19 14:22:59.121 -0500;
"282fd3ba-def6-4cb3-a338-22ad58a69232";d6de598d-27e6-45bd-b804-185d03a2a432;"20211619P";20;"910084474";Retorno Costa Rica 807 Edif. 079 , Depto. 870 San Humberto los altos, GTO 97817;2026-02-19 14:22:59.121 -0500;
b0b515fd-ded8-4eb2-a813-fbb5ab413615;"8ae7ebe3-f3c9-4c22-a6fa-b8827ea17992";"20260670J";3;"900385082";Diagonal Quintana Roo 598 Edif. 491 , Depto. 840 Nueva India, COL 90257;2026-02-19 14:22:59.121 -0500;
"4c54cde9-dd3a-44c1-b827-7e39a43bb23a";c747636d-b4f4-476a-baba-c239ad7289d7;"20254183H";20;"952295479";Eje vial Ornelas 780 Interior 657 San Daniel los bajos, PUE 35288;2026-02-19 14:22:59.121 -0500;
"769b1dfa-78b0-49a0-9e3a-d6dbf0a0bc94";ee0d485f-6039-4dbf-9611-136552caa75a;"20269081R";22;"999235085";Eje vial Reséndez 718 Interior 377 Vieja Egipto, OAX 83709;2026-02-19 14:22:59.121 -0500;
"4acf4082-de72-4e00-89d7-a1e1e652dbb7";c11a8f9a-111f-4f52-b11a-947b962d8d1f;"20229844A";21;"983882330";Periférico Durango 564 Edif. 208 , Depto. 987 San María Cristina de la Montaña, BC 51739;2026-02-19 14:22:59.121 -0500;
f38c9cec-075c-45c4-9592-046edcf69332;e5d0412a-9538-453e-931a-68e3106b26a7;"20240892Q";20;"945627403";Ampliación Morelos 976 Edif. 751 , Depto. 399 Vieja Tayikistán, QRO 34782-9338;2026-02-19 14:22:59.121 -0500;
"8445c279-44b4-4f38-86e6-6750179168d9";"88d4b6d7-8b25-4458-859d-24358d8463df";"20211117V";21;"905038166";Andador Luxemburgo 928 Edif. 253 , Depto. 020 Vieja Zambia, NL 98017-3621;2026-02-19 14:22:59.121 -0500;
"63a7ea2e-91ba-4aea-bf4e-00b79a5737b3";"9f361e22-61bd-4b59-a050-4d393fd67bb8";"20223907G";20;"901179518";Peatonal Linares 856 491 Vieja Sudán del Sur, DF 89418;2026-02-19 14:22:59.121 -0500;
"7f4f1ce0-e8c9-451b-a427-b32eaaaedc9c";"313cd731-4d95-4d5a-8b3f-c19bae7e2933";"20258905K";4;"985737100";Andador Tabasco 090 Edif. 089 , Depto. 128 Vieja Togo, SON 81606;2026-02-19 14:22:59.121 -0500;
"58abf209-21f5-49bb-bfc1-2fb718f1cc32";"088b1de4-4e6a-4657-b8da-11c0e8e72255";"20268154K";20;"908720413";Periférico Norte Serna 607 613 San Leticia los altos, Q. ROO 03313-9002;2026-02-19 14:22:59.121 -0500;
"9e51a0fd-d46b-452d-ae67-6f6305692868";f8cb945a-3d6f-4016-b037-87525be6c375;"20261949K";20;"962060552";Prolongación Limón 689 Interior 577 San Pedro los bajos, COL 12146;2026-02-19 14:22:59.121 -0500;
"559b9306-f53b-4a92-b132-94dd2a3f0188";"448d9bab-b7a5-420c-840e-92fae6251f99";"20242780Y";7;"954212542";Pasaje Guajardo 957 Edif. 434 , Depto. 468 San Silvano de la Montaña, COAH 35408;2026-02-19 14:22:59.121 -0500;
